career_id,career_name,Career level,category,description,educational_requirements,certifications,minimum_elligibilty,core_skills,soft_skills,in_demand_skills,expected_salary(Annual),growth_path,learning_resources,embedding_text
176,Lawyer,Associate,Legal Services,A qualified lawyer working on cases and legal tasks under senior guidance.,Completed LL.B. and enrolled with Bar Council,Enrollment with State Bar Council; Certificate of Practice,LL.B. degree + Enrollment with State Bar Council,"Contract drafting, case law analysis, client advisory, litigation prep","Emotional Intelligence, Teamwork, Negotiation","Case analysis, client handling, legal writing, time management",₹4–8 lakhs,Intern->Associate,"Bar Council of India updates, iPleaders courses, legal drafting workshops, Manupatra database","career_name: Lawyer | Career level: Associate | category: Legal Services | description: A qualified lawyer working on cases and legal tasks under senior guidance. | educational_requirements: Completed LL.B. and enrolled with Bar Council | certifications: Enrollment with State Bar Council; Certificate of Practice | minimum_elligibilty: LL.B. degree + Enrollment with State Bar Council | core_skills: Contract drafting, case law analysis, client advisory, litigation prep | soft_skills: Emotional Intelligence, Teamwork, Negotiation | in_demand_skills: Case analysis, client handling, legal writing, time management | expected_salary(Annual): ₹4–8 lakhs | growth_path: Intern->Associate | learning_resources: Bar Council of India updates, iPleaders courses, legal drafting workshops, Manupatra database"
177,Lawyer,Intern,Legal Services,A law student gaining practical experience under supervision in legal settings.,Currently pursuing LL.B. (3-year or 5-year course),None required; internship letter or college enrollment proof,Enrollment in a recognized LL.B. program (3-year or 5-year),"Analytical thinking , Research Skills , Problem-Solving","Negotiation, Teamwork, Emotional Intelligence","Legal research, drafting basics, communication, attention to detail",₹1.5–2.5 lakhs,Student->Intern,"LawBhoomi, Lawctopus, IndianKanoon, SCC Online, moot court workshops, internship blogs","career_name: Lawyer | Career level: Intern | category: Legal Services | description: A law student gaining practical experience under supervision in legal settings. | educational_requirements: Currently pursuing LL.B. (3-year or 5-year course) | certifications: None required; internship letter or college enrollment proof | minimum_elligibilty: Enrollment in a recognized LL.B. program (3-year or 5-year) | core_skills: Analytical thinking , Research Skills , Problem-Solving | soft_skills: Negotiation, Teamwork, Emotional Intelligence | in_demand_skills: Legal research, drafting basics, communication, attention to detail | expected_salary(Annual): ₹1.5–2.5 lakhs | growth_path: Student->Intern | learning_resources: LawBhoomi, Lawctopus, IndianKanoon, SCC Online, moot court workshops, internship blogs"
178,Lawyer ,Intern,Legal Services,A law student gaining practical experience under supervision in legal settings.,Currently pursuing LL.B. (3-year or 5-year course),None required; internship letter or college enrollment proof,Enrollment in a recognized LL.B. program (3-year or 5-year),"Analytical thinking , Research Skills , Problem-Solving","Communication skills, empathy and emotional intelligence, critical thinking and problem solving, adaptability and resilience","Legal research, drafting basics, communication, attention to detail",₹1.5–2.5 lakhs,Student->Intern,"LawBhoomi, Lawctopus, IndianKanoon, SCC Online, moot court workshops, internship blogs","career_name: Lawyer  | Career level: Intern | category: Legal Services | description: A law student gaining practical experience under supervision in legal settings. | educational_requirements: Currently pursuing LL.B. (3-year or 5-year course) | certifications: None required; internship letter or college enrollment proof | minimum_elligibilty: Enrollment in a recognized LL.B. program (3-year or 5-year) | core_skills: Analytical thinking , Research Skills , Problem-Solving | soft_skills: Communication skills, empathy and emotional intelligence, critical thinking and problem solving, adaptability and resilience | in_demand_skills: Legal research, drafting basics, communication, attention to detail | expected_salary(Annual): ₹1.5–2.5 lakhs | growth_path: Student->Intern | learning_resources: LawBhoomi, Lawctopus, IndianKanoon, SCC Online, moot court workshops, internship blogs"
179,Marketing Manager,Mid-Level,Business & Marketing,"Plans and manages marketing campaigns, oversees branding, and leads small teams.",Bachelor’s degree; MBA preferred.,"PCM by AMA, Google Ads, Meta Blueprint.",: 3–5 years of marketing experience.,"Campaign strategy, budget planning, team leadership.","Adaptability, Leadership, Negotiation","CRM tools, paid media, conversion optimization",₹8–20 LPA,Progresses to Senior Manager or Brand Director.,Marketing Strategy – IE Business School (Coursera),"career_name: Marketing Manager | Career level: Mid-Level | category: Business & Marketing | description: Plans and manages marketing campaigns, oversees branding, and leads small teams. | educational_requirements: Bachelor’s degree; MBA preferred. | certifications: PCM by AMA, Google Ads, Meta Blueprint. | minimum_elligibilty: : 3–5 years of marketing experience. | core_skills: Campaign strategy, budget planning, team leadership. | soft_skills: Adaptability, Leadership, Negotiation | in_demand_skills: CRM tools, paid media, conversion optimization | expected_salary(Annual): ₹8–20 LPA | growth_path: Progresses to Senior Manager or Brand Director. | learning_resources: Marketing Strategy – IE Business School (Coursera)"
181,Marketing Manager,Director-Level,Business & Marketing,"Oversees entire marketing department, sets long-term strategy, and aligns with business goals.",MBA or extensive leadership experience.,"Executive Marketing Leadership, Strategic Brand Management.",10–15 years in marketing leadership.,"Departmental leadership, strategic alignment, budgeting.","Emotional Intelligence, Teamwork, Negotiation","Brand architecture, global marketing, competitive positioning.",₹35–60 LPA,Advances to VP or CMO.,10 Steps to Advance from Manager to Director – Udemy,"career_name: Marketing Manager | Career level: Director-Level | category: Business & Marketing | description: Oversees entire marketing department, sets long-term strategy, and aligns with business goals. | educational_requirements: MBA or extensive leadership experience. | certifications: Executive Marketing Leadership, Strategic Brand Management. | minimum_elligibilty: 10–15 years in marketing leadership. | core_skills: Departmental leadership, strategic alignment, budgeting. | soft_skills: Emotional Intelligence, Teamwork, Negotiation | in_demand_skills: Brand architecture, global marketing, competitive positioning. | expected_salary(Annual): ₹35–60 LPA | growth_path: Advances to VP or CMO. | learning_resources: 10 Steps to Advance from Manager to Director – Udemy"
182,Marketing Manager,Executive-Level,Business & Marketing,"Shapes global marketing vision, drives innovation, and represents marketing at board level.",MBA + proven executive success.,"Leadership programs from top B-schools (e.g., Harvard, Wharton).",15+ years with executive track record.,"Vision setting, global strategy, investor relations.","Critical Thinking, Teamwork, Adaptability","AI in marketing, global branding, M&A marketing strategy.",₹60 LPA to ₹1 Cr+,May transition to CEO or Board Advisor roles.,Chief Marketing Officer Program – Columbia Business School,"career_name: Marketing Manager | Career level: Executive-Level | category: Business & Marketing | description: Shapes global marketing vision, drives innovation, and represents marketing at board level. | educational_requirements: MBA + proven executive success. | certifications: Leadership programs from top B-schools (e.g., Harvard, Wharton). | minimum_elligibilty: 15+ years with executive track record. | core_skills: Vision setting, global strategy, investor relations. | soft_skills: Critical Thinking, Teamwork, Adaptability | in_demand_skills: AI in marketing, global branding, M&A marketing strategy. | expected_salary(Annual): ₹60 LPA to ₹1 Cr+ | growth_path: May transition to CEO or Board Advisor roles. | learning_resources: Chief Marketing Officer Program – Columbia Business School"
185,Marketing Manager,Entry-Level,Business & Marketing,"Supports campaign execution, conducts market research, and manages basic content tasks.",Bachelor’s degree in Marketing or Business.,"Google Fundamentals of Digital Marketing, HubSpot Inbound.",Graduation + internship or 0–1 year experience.,"Content creation, social media management, basic analytics.","Communication, adaptability, teamwork, attention to detail","SEO basics, Canva, Google Analytics.",3-6 LPA,Can grow into Marketing Executive or Specialist roles.,Marketing in a Digital World – University of Illinois (Coursera),"career_name: Marketing Manager | Career level: Entry-Level | category: Business & Marketing | description: Supports campaign execution, conducts market research, and manages basic content tasks. | educational_requirements: Bachelor’s degree in Marketing or Business. | certifications: Google Fundamentals of Digital Marketing, HubSpot Inbound. | minimum_elligibilty: Graduation + internship or 0–1 year experience. | core_skills: Content creation, social media management, basic analytics. | soft_skills: Communication, adaptability, teamwork, attention to detail | in_demand_skills: SEO basics, Canva, Google Analytics. | expected_salary(Annual): 3-6 LPA | growth_path: Can grow into Marketing Executive or Specialist roles. | learning_resources: Marketing in a Digital World – University of Illinois (Coursera)"
186,Marketing Manager,Senior-Level,Business & Marketing,"Leads large-scale campaigns, manages cross-functional teams, and drives strategic growth.",MBA or equivalent experience.,"Advanced Digital Marketing, Marketing Strategy by Kellogg.",7–10 years in marketing roles.,"Strategic planning, market segmentation, performance analysis.","Time Management, Creativity, Critical Thinking","Marketing automation, data-driven strategy, omnichannel marketing.",₹20–35 LPA,Moves into Director or VP roles,Marketing Leadership Development – MICA & upGrad,"career_name: Marketing Manager | Career level: Senior-Level | category: Business & Marketing | description: Leads large-scale campaigns, manages cross-functional teams, and drives strategic growth. | educational_requirements: MBA or equivalent experience. | certifications: Advanced Digital Marketing, Marketing Strategy by Kellogg. | minimum_elligibilty: 7–10 years in marketing roles. | core_skills: Strategic planning, market segmentation, performance analysis. | soft_skills: Time Management, Creativity, Critical Thinking | in_demand_skills: Marketing automation, data-driven strategy, omnichannel marketing. | expected_salary(Annual): ₹20–35 LPA | growth_path: Moves into Director or VP roles | learning_resources: Marketing Leadership Development – MICA & upGrad"
192,Mechanical Engineer,Entry-Level,Engineering & Design,"Assists in CAD modeling, testing, and documentation under senior supervision.",Bachelor’s in Mechanical Engineering (B.E./B.Tech).,"AutoCAD, SolidWorks Associate, OSHA Safety Training.",Engineering degree + internship or 0–1 year experience.,"CAD design, basic thermodynamics, material science.","Attention to detail, teamwork, time management.","SolidWorks, MATLAB, ANSYS.",₹3–5 LPA,Can advance to Mechanical Engineer or Design Engineer.,NPTEL Mechanical Engineering Courses – IITs,"career_name: Mechanical Engineer | Career level: Entry-Level | category: Engineering & Design | description: Assists in CAD modeling, testing, and documentation under senior supervision. | educational_requirements: Bachelor’s in Mechanical Engineering (B.E./B.Tech). | certifications: AutoCAD, SolidWorks Associate, OSHA Safety Training. | minimum_elligibilty: Engineering degree + internship or 0–1 year experience. | core_skills: CAD design, basic thermodynamics, material science. | soft_skills: Attention to detail, teamwork, time management. | in_demand_skills: SolidWorks, MATLAB, ANSYS. | expected_salary(Annual): ₹3–5 LPA | growth_path: Can advance to Mechanical Engineer or Design Engineer. | learning_resources: NPTEL Mechanical Engineering Courses – IITs"
193,Mechanical Engineer,Director-Level,Engineering & Design,Manages engineering teams and oversees large-scale mechanical projects.,B.Tech + MBA or M.Tech; 10–15 years experience.,"PMP, Executive Leadership, ISO Compliance.",10+ years with proven leadership in engineering.,"Team management, strategic planning, compliance.","Visionary leadership, negotiation, cross-functional collaboration.","ERP systems, sustainability engineering, global standards.",₹20–35 LPA,Advances to Director of Engineering or VP roles.,IMechE Leadership Practice – Institution of Mechanical Engineers,"career_name: Mechanical Engineer | Career level: Director-Level | category: Engineering & Design | description: Manages engineering teams and oversees large-scale mechanical projects. | educational_requirements: B.Tech + MBA or M.Tech; 10–15 years experience. | certifications: PMP, Executive Leadership, ISO Compliance. | minimum_elligibilty: 10+ years with proven leadership in engineering. | core_skills: Team management, strategic planning, compliance. | soft_skills: Visionary leadership, negotiation, cross-functional collaboration. | in_demand_skills: ERP systems, sustainability engineering, global standards. | expected_salary(Annual): ₹20–35 LPA | growth_path: Advances to Director of Engineering or VP roles. | learning_resources: IMechE Leadership Practice – Institution of Mechanical Engineers"
194,Mechanical Engineer,Mid-Level,Engineering & Design,"Designs mechanical systems, performs simulations, and optimizes product performance.",Bachelor’s degree; M.Tech preferred for R&D roles.,"Six Sigma Green Belt, SolidWorks Professional, PMP (optional).",: 2–5 years of engineering experience.,"System design, FEA, prototyping.","Problem-solving, communication, adaptability.","CFD, automation tools, IoT integration.",₹6–12 LPA,Moves into Senior Engineer or Project Lead roles.,ASME Learning Hub – Advanced Design & Manufacturing Topics,"career_name: Mechanical Engineer | Career level: Mid-Level | category: Engineering & Design | description: Designs mechanical systems, performs simulations, and optimizes product performance. | educational_requirements: Bachelor’s degree; M.Tech preferred for R&D roles. | certifications: Six Sigma Green Belt, SolidWorks Professional, PMP (optional). | minimum_elligibilty: : 2–5 years of engineering experience. | core_skills: System design, FEA, prototyping. | soft_skills: Problem-solving, communication, adaptability. | in_demand_skills: CFD, automation tools, IoT integration. | expected_salary(Annual): ₹6–12 LPA | growth_path: Moves into Senior Engineer or Project Lead roles. | learning_resources: ASME Learning Hub – Advanced Design & Manufacturing Topics"
196,Mechanical Engineer,Senior-Level,Engineering & Design,"leads design projects, mentors juniors, and ensures compliance with standards.",B.Tech + 7–10 years experience; M.Tech or MBA adds value.,"Advanced FEA, Lean Manufacturing, PMP.",7+ years in mechanical design or manufacturing.,"Project leadership, advanced simulation, quality control.","Leadership, strategic thinking, mentoring.","Robotics, additive manufacturing, Industry 4.0 tools.",₹12–20 LPA,Can become Lead Engineer or Engineering Manager.,MIT OpenCourseWare – Systems Engineering and Innovation,"career_name: Mechanical Engineer | Career level: Senior-Level | category: Engineering & Design | description: leads design projects, mentors juniors, and ensures compliance with standards. | educational_requirements: B.Tech + 7–10 years experience; M.Tech or MBA adds value. | certifications: Advanced FEA, Lean Manufacturing, PMP. | minimum_elligibilty: 7+ years in mechanical design or manufacturing. | core_skills: Project leadership, advanced simulation, quality control. | soft_skills: Leadership, strategic thinking, mentoring. | in_demand_skills: Robotics, additive manufacturing, Industry 4.0 tools. | expected_salary(Annual): ₹12–20 LPA | growth_path: Can become Lead Engineer or Engineering Manager. | learning_resources: MIT OpenCourseWare – Systems Engineering and Innovation"
208,Pharmacist,Senior-Level,Healthcare & Pharmaceuticals,"Oversees pharmacy operations, compliance, and strategic planning",B.Pharm/M.Pharm + MBA or healthcare management training,"NABH compliance, Pharmacy Business Management",7+ years experience in pharmacy operations,"Regulatory compliance, team leadership, supply chain management","Decision-making, negotiation, organizational skills","ERP systems, pharma analytics, policy implementation",₹10–20 LPA,Manager → Director of Pharmacy / Regulatory Advisor,CPhO Pharmacy Leaders Development Programme – CPPE,"career_name: Pharmacist | Career level: Senior-Level | category: Healthcare & Pharmaceuticals | description: Oversees pharmacy operations, compliance, and strategic planning | educational_requirements: B.Pharm/M.Pharm + MBA or healthcare management training | certifications: NABH compliance, Pharmacy Business Management | minimum_elligibilty: 7+ years experience in pharmacy operations | core_skills: Regulatory compliance, team leadership, supply chain management | soft_skills: Decision-making, negotiation, organizational skills | in_demand_skills: ERP systems, pharma analytics, policy implementation | expected_salary(Annual): ₹10–20 LPA | growth_path: Manager → Director of Pharmacy / Regulatory Advisor | learning_resources: CPhO Pharmacy Leaders Development Programme – CPPE"
209,Pharmacist,Professional,Healthcare & Pharmaceuticals,"Dispenses medications, counsels patients, and ensures safe drug usage",D.Pharm or B.Pharm + registration with Pharmacy Council of India,"PCI registration, Drug License (Form 20/21)",Pharmacy degree + valid license,"Prescription validation, drug interactions, dosage calculation","Empathy, clarity in communication, customer service","E-prescriptions, pharmacovigilance, inventory software",₹2.5–5.5 LPA,Pharmacist → Senior Pharmacist / Clinical Pharmacist,Geriatric Pharmacy Curriculum Guide – ASCP,"career_name: Pharmacist | Career level: Professional | category: Healthcare & Pharmaceuticals | description: Dispenses medications, counsels patients, and ensures safe drug usage | educational_requirements: D.Pharm or B.Pharm + registration with Pharmacy Council of India | certifications: PCI registration, Drug License (Form 20/21) | minimum_elligibilty: Pharmacy degree + valid license | core_skills: Prescription validation, drug interactions, dosage calculation | soft_skills: Empathy, clarity in communication, customer service | in_demand_skills: E-prescriptions, pharmacovigilance, inventory software | expected_salary(Annual): ₹2.5–5.5 LPA | growth_path: Pharmacist → Senior Pharmacist / Clinical Pharmacist | learning_resources: Geriatric Pharmacy Curriculum Guide – ASCP"
210,Pharmacist,Entry-Level,Healthcare & Pharmaceuticals,Assists in dispensing medications and learning pharmacy operations under supervision,Pursuing B.Pharm or D.Pharm,Internship registration with State Pharmacy Council,Enrollment in a recognized pharmacy program,"Drug dispensing, inventory handling, basic pharmacology","Attention to detail, ethics, communication","Prescription review, OTC guidance, digital pharmacy tools",₹10K–₹20K/month (stipend),Intern → Registered Pharmacist,Learning Pharmacy – Chapter-wise tutorials for D & B Pharmacy,"career_name: Pharmacist | Career level: Entry-Level | category: Healthcare & Pharmaceuticals | description: Assists in dispensing medications and learning pharmacy operations under supervision | educational_requirements: Pursuing B.Pharm or D.Pharm | certifications: Internship registration with State Pharmacy Council | minimum_elligibilty: Enrollment in a recognized pharmacy program | core_skills: Drug dispensing, inventory handling, basic pharmacology | soft_skills: Attention to detail, ethics, communication | in_demand_skills: Prescription review, OTC guidance, digital pharmacy tools | expected_salary(Annual): ₹10K–₹20K/month (stipend) | growth_path: Intern → Registered Pharmacist | learning_resources: Learning Pharmacy – Chapter-wise tutorials for D & B Pharmacy"
216,Pharmacist,Mid-Level,Healthcare & Pharmaceuticals,Collaborates with physicians to optimize medication therapy and patient outcomes,Pharm.D or M.Pharm in Clinical Pharmacy,"Clinical Pharmacy Practice Certificate, Drug Safety Training",3–5 years experience in hospital or clinical setting,"Therapeutic drug monitoring, patient counseling, adverse reaction tracking","Analytical thinking, teamwork, documentation","EMR systems, pharmacokinetics, clinical audits",₹6–12 LPA,Clinical Pharmacist → Pharmacy Manager / Consultant,ResourcePharm – Clinical and Drug Information Portal,"career_name: Pharmacist | Career level: Mid-Level | category: Healthcare & Pharmaceuticals | description: Collaborates with physicians to optimize medication therapy and patient outcomes | educational_requirements: Pharm.D or M.Pharm in Clinical Pharmacy | certifications: Clinical Pharmacy Practice Certificate, Drug Safety Training | minimum_elligibilty: 3–5 years experience in hospital or clinical setting | core_skills: Therapeutic drug monitoring, patient counseling, adverse reaction tracking | soft_skills: Analytical thinking, teamwork, documentation | in_demand_skills: EMR systems, pharmacokinetics, clinical audits | expected_salary(Annual): ₹6–12 LPA | growth_path: Clinical Pharmacist → Pharmacy Manager / Consultant | learning_resources: ResourcePharm – Clinical and Drug Information Portal"
222,Research Analyst,Junior Research Analyst,Research & Analytics,Conducts in-depth analysis using statistical tools to generate insights and inform decisions,"B.Sc in relevant domain + strong quantitative coursework"",""Master’s in Economics, Statistics, Data Science"",""Google Data Analytics, SAS Certified Specialist, Tableau Desktop Specialist","Tableau Desktop Specialist, SAS Certified Specialist: Base Programming, Python for Data Science (DataCamp), SQL for Data Analysis (Mode Analytics), IBM Data Analyst Professional Certificate""",B.Sc + 2–3 years experience in research or analytics,"Statistical Modeling, Data Visualization, Hypothesis Testing, SQL, Python/R","Critical Thinking, Problem-Solving, Communication, Adaptability","Python, R, SQL, Tableau, Power BI, Machine Learning Basics, Regression Analysis",₹6L – ₹12L,"Research Analyst→ Senior Analyst → Research Manager → Director of Research""","Data Science Specialization (Coursera), SQL for Data Analysis (Mode Analytics), Python for Research (DataCamp), Tableau Fundamentals (Udemy)""","career_name: Research Analyst | Career level: Junior Research Analyst | category: Research & Analytics | description: Conducts in-depth analysis using statistical tools to generate insights and inform decisions | educational_requirements: B.Sc in relevant domain + strong quantitative coursework"",""Master’s in Economics, Statistics, Data Science"",""Google Data Analytics, SAS Certified Specialist, Tableau Desktop Specialist | certifications: Tableau Desktop Specialist, SAS Certified Specialist: Base Programming, Python for Data Science (DataCamp), SQL for Data Analysis (Mode Analytics), IBM Data Analyst Professional Certificate"" | minimum_elligibilty: B.Sc + 2–3 years experience in research or analytics | core_skills: Statistical Modeling, Data Visualization, Hypothesis Testing, SQL, Python/R | soft_skills: Critical Thinking, Problem-Solving, Communication, Adaptability | in_demand_skills: Python, R, SQL, Tableau, Power BI, Machine Learning Basics, Regression Analysis | expected_salary(Annual): ₹6L – ₹12L | growth_path: Research Analyst→ Senior Analyst → Research Manager → Director of Research"" | learning_resources: Data Science Specialization (Coursera), SQL for Data Analysis (Mode Analytics), Python for Research (DataCamp), Tableau Fundamentals (Udemy)"""
223,Research Analyst,Senior Research Analyst,Research & Analytics,"Leads research teams and strategy, ensuring quality, relevance, and impact of findings","B.Sc + Master’s in relevant field"",""PhD or MBA with research focus"",""Project Management Professional (PMP), Advanced Data Analytics Certification","Project Management Professional (PMP), Chartered Financial Analyst (CFA) Level 1, Advanced Data Analytics Certification (Google), AI in Research (MIT xPro), Strategic Research Leadership (Harvard Online)""",Master’s + 5+ years experience leading research projects,"Research Strategy, Team Leadership, Stakeholder Communication, Advanced Analytics, Publication Writing","Leadership, Strategic Thinking, Mentoring, Decision-Making, Presentation Skills","AI-Driven Research Tools, Strategic Forecasting, Data Governance, NLP Techniques, Research Automation",₹15L – ₹25L+,"Research Manager→ Director of Research → Chief Insights Officer → Strategy Head""","AI in Research (MIT xPro), Strategic Research Leadership (Harvard Online), Advanced Data Analytics (Google), PMP Certification Prep (Simplilearn)""","career_name: Research Analyst | Career level: Senior Research Analyst | category: Research & Analytics | description: Leads research teams and strategy, ensuring quality, relevance, and impact of findings | educational_requirements: B.Sc + Master’s in relevant field"",""PhD or MBA with research focus"",""Project Management Professional (PMP), Advanced Data Analytics Certification | certifications: Project Management Professional (PMP), Chartered Financial Analyst (CFA) Level 1, Advanced Data Analytics Certification (Google), AI in Research (MIT xPro), Strategic Research Leadership (Harvard Online)"" | minimum_elligibilty: Master’s + 5+ years experience leading research projects | core_skills: Research Strategy, Team Leadership, Stakeholder Communication, Advanced Analytics, Publication Writing | soft_skills: Leadership, Strategic Thinking, Mentoring, Decision-Making, Presentation Skills | in_demand_skills: AI-Driven Research Tools, Strategic Forecasting, Data Governance, NLP Techniques, Research Automation | expected_salary(Annual): ₹15L – ₹25L+ | growth_path: Research Manager→ Director of Research → Chief Insights Officer → Strategy Head"" | learning_resources: AI in Research (MIT xPro), Strategic Research Leadership (Harvard Online), Advanced Data Analytics (Google), PMP Certification Prep (Simplilearn)"""
224,Research Analyst,Research Assistant,Research & Analytics,"Supports research projects through data gathering, documentation, and basic analysis","Bachelor of Science (B.Sc) in Economics, Statistics, Psychology, or related field"",""Diploma in Data Analytics or Research Methods","Google Data Analytics Certificate, Microsoft Excel Expert, Fundamentals of Research (Coursera), SPSS Essentials, Survey Design Certification (Qualtrics)""","B.Sc in relevant field, basic knowledge of statistics and research methods","Data Collection, Literature Review, Basic Statistics, Report Writing, MS Excel","Curiosity, Attention to Detail, Time Management, Collaboration","Excel, SPSS, Google Sheets, Survey Tools (Qualtrics), Literature Review Techniques",₹3L – ₹5L,"Research Assistant→ Research Analyst → Senior Analyst → Research Manager""","Introduction to Research Methods (Coursera), Excel for Data Analysis (LinkedIn Learning), SPSS Basics (YouTube), Survey Design (edX)""","career_name: Research Analyst | Career level: Research Assistant | category: Research & Analytics | description: Supports research projects through data gathering, documentation, and basic analysis | educational_requirements: Bachelor of Science (B.Sc) in Economics, Statistics, Psychology, or related field"",""Diploma in Data Analytics or Research Methods | certifications: Google Data Analytics Certificate, Microsoft Excel Expert, Fundamentals of Research (Coursera), SPSS Essentials, Survey Design Certification (Qualtrics)"" | minimum_elligibilty: B.Sc in relevant field, basic knowledge of statistics and research methods | core_skills: Data Collection, Literature Review, Basic Statistics, Report Writing, MS Excel | soft_skills: Curiosity, Attention to Detail, Time Management, Collaboration | in_demand_skills: Excel, SPSS, Google Sheets, Survey Tools (Qualtrics), Literature Review Techniques | expected_salary(Annual): ₹3L – ₹5L | growth_path: Research Assistant→ Research Analyst → Senior Analyst → Research Manager"" | learning_resources: Introduction to Research Methods (Coursera), Excel for Data Analysis (LinkedIn Learning), SPSS Basics (YouTube), Survey Design (edX)"""
237,Software Engineer,Entry-Level,Technology & Engineering,Assists in coding and debugging under supervision while learning industry practices,Pursuing or recently completed B.Tech/M.Tech in CS or related field,Not mandatory; basic coding bootcamp or GitHub portfolio helps,Knowledge of at least one programming language and basic CS concepts,"Python, Java, Git, basic algorithms and data structures","Curiosity, willingness to learn, communication","Web development, mobile app basics, version control",₹15K–₹40K/month (stipend),Intern → SDE 1,The Odin Project – Foundations & JavaScript Path,"career_name: Software Engineer | Career level: Entry-Level | category: Technology & Engineering | description: Assists in coding and debugging under supervision while learning industry practices | educational_requirements: Pursuing or recently completed B.Tech/M.Tech in CS or related field | certifications: Not mandatory; basic coding bootcamp or GitHub portfolio helps | minimum_elligibilty: Knowledge of at least one programming language and basic CS concepts | core_skills: Python, Java, Git, basic algorithms and data structures | soft_skills: Curiosity, willingness to learn, communication | in_demand_skills: Web development, mobile app basics, version control | expected_salary(Annual): ₹15K–₹40K/month (stipend) | growth_path: Intern → SDE 1 | learning_resources: The Odin Project – Foundations & JavaScript Path"
238,Software Engineer,Senior-Level,Technology & Engineering,"Leads projects, makes architectural decisions, and drives technical strategy",Bachelor’s/Master’s with 5+ years experience,"Advanced cloud, architecture, or security certifications",Deep expertise in system design and team leadership,"Distributed systems, performance optimization, architecture patterns","Strategic thinking, decision-making, stakeholder communication","AI/ML integration, cloud-native design, observability tools",₹20–35 LPA,SDE 3 → Engineering Manager or Principal Engineer,Designing Data-Intensive Applications – Martin Kleppmann,"career_name: Software Engineer | Career level: Senior-Level | category: Technology & Engineering | description: Leads projects, makes architectural decisions, and drives technical strategy | educational_requirements: Bachelor’s/Master’s with 5+ years experience | certifications: Advanced cloud, architecture, or security certifications | minimum_elligibilty: Deep expertise in system design and team leadership | core_skills: Distributed systems, performance optimization, architecture patterns | soft_skills: Strategic thinking, decision-making, stakeholder communication | in_demand_skills: AI/ML integration, cloud-native design, observability tools | expected_salary(Annual): ₹20–35 LPA | growth_path: SDE 3 → Engineering Manager or Principal Engineer | learning_resources: Designing Data-Intensive Applications – Martin Kleppmann"
239,Software Engineer,Early Professional,Technology & Engineering,Develops and tests software modules with guidance from senior engineers,Bachelor’s degree in CS or equivalent,Optional; AWS Cloud Practitioner or basic DevOps certs are beneficial,: 0–2 years of experience or strong internship background,"JavaScript, REST APIs, SQL, debugging","Time management, collaboration, adaptability","React, Node.js, CI/CD basics",₹6–12 LPA,SDE 1 → SDE 2,freeCodeCamp Full Stack Development Curriculum,"career_name: Software Engineer | Career level: Early Professional | category: Technology & Engineering | description: Develops and tests software modules with guidance from senior engineers | educational_requirements: Bachelor’s degree in CS or equivalent | certifications: Optional; AWS Cloud Practitioner or basic DevOps certs are beneficial | minimum_elligibilty: : 0–2 years of experience or strong internship background | core_skills: JavaScript, REST APIs, SQL, debugging | soft_skills: Time management, collaboration, adaptability | in_demand_skills: React, Node.js, CI/CD basics | expected_salary(Annual): ₹6–12 LPA | growth_path: SDE 1 → SDE 2 | learning_resources: freeCodeCamp Full Stack Development Curriculum"
240,Software Engineer,Mid-Level,Technology & Engineering,"Independently handles modules, mentors juniors, and contributes to design",Bachelor’s or Master’s in CS with 2–4 years experience,"Azure Developer Associate, Kubernetes certs",Proven track record in production-level software delivery,"System design, microservices, testing frameworks","Leadership, mentoring, critical thinking","Docker, Terraform, scalable architecture",₹12–20 LPA,SDE 2 → SDE 3 or Tech Lead,System Design Primer – GitHub (by Donne Martin),"career_name: Software Engineer | Career level: Mid-Level | category: Technology & Engineering | description: Independently handles modules, mentors juniors, and contributes to design | educational_requirements: Bachelor’s or Master’s in CS with 2–4 years experience | certifications: Azure Developer Associate, Kubernetes certs | minimum_elligibilty: Proven track record in production-level software delivery | core_skills: System design, microservices, testing frameworks | soft_skills: Leadership, mentoring, critical thinking | in_demand_skills: Docker, Terraform, scalable architecture | expected_salary(Annual): ₹12–20 LPA | growth_path: SDE 2 → SDE 3 or Tech Lead | learning_resources: System Design Primer – GitHub (by Donne Martin)"
249,Teacher,Entry-Level,Education & Training,Supports lead teachers in classroom activities and student engagement,Bachelor’s degree in any discipline + pursuing B.Ed.,Basic teaching workshops or diploma in early childhood education,Graduation + interest in teaching and child development,"Lesson planning, classroom management, basic pedagogy","Patience, empathy, communication","Digital teaching tools, inclusive education practices",₹1.8–3.5 LPA,Assistant Teacher → Primary Teacher,Cambridge English Teacher Guides and Lesson Plans,"career_name: Teacher | Career level: Entry-Level | category: Education & Training | description: Supports lead teachers in classroom activities and student engagement | educational_requirements: Bachelor’s degree in any discipline + pursuing B.Ed. | certifications: Basic teaching workshops or diploma in early childhood education | minimum_elligibilty: Graduation + interest in teaching and child development | core_skills: Lesson planning, classroom management, basic pedagogy | soft_skills: Patience, empathy, communication | in_demand_skills: Digital teaching tools, inclusive education practices | expected_salary(Annual): ₹1.8–3.5 LPA | growth_path: Assistant Teacher → Primary Teacher | learning_resources: Cambridge English Teacher Guides and Lesson Plans"
